200,forward,6
201,forward,2
202,up,4
203,down,6
204,down,7
205,forward,4
206,down,4
207,forward,1
208,down,3
209,forward,5
210,forward,5
211,forward,9
212,forward,3
213,up,7
214,down,7
215,forward,7
216,forward,5
217,down,1
218,down,1
219,forward,3
220,down,8
221,forward,1
222,forward,2
223,forward,9
224,forward,1
225,forward,3
226,down,3
227,up,4
228,forward,5
229,down,1
230,forward,3
231,up,7
232,forward,3
233,forward,6
234,up,6
235,up,3
236,forward,9
237,forward,5
238,down,2
239,up,4
240,up,3
241,forward,3
242,forward,7
243,down,1
244,forward,5
245,forward,5
246,down,1
247,forward,4
248,forward,2
249,down,1
250,down,9
251,down,7
252,up,1
253,forward,2
254,down,2
255,forward,3
256,forward,8
257,forward,4
258,forward,6
259,down,4
260,down,1
261,forward,5
262,forward,1
263,forward,7
264,down,8
265,forward,9
266,down,6
267,forward,3
268,up,5
269,up,1
270,up,7
271,down,5
272,forward,7
273,forward,5
274,forward,5
275,up,1
276,forward,8
277,down,8
278,down,7
279,forward,9
280,forward,9
281,down,3
282,forward,7
283,forward,2
284,down,1
285,down,6
286,down,1
287,forward,7
288,down,3
289,forward,1
290,forward,1
291,forward,6
292,forward,6
293,up,9
294,down,3
295,forward,9
296,down,8
297,forward,4
298,up,6
299,down,4
300,down,7
301,forward,5
302,up,3
303,forward,1
304,forward,8
305,up,6
306,up,3
307,down,2
308,forward,2
309,forward,5
310,forward,1
311,down,8
312,down,8
313,down,3
314,forward,5
315,forward,4
316,forward,4
317,forward,5
318,up,5
319,forward,2
320,forward,5
321,up,5
322,forward,6
323,forward,6
324,forward,9
325,up,5
326,forward,4
327,up,4
328,forward,8
329,down,8
330,forward,5
331,forward,2
332,forward,4
333,forward,3
334,forward,1
335,down,1
336,down,9
337,down,2
338,forward,4
339,down,3
340,down,6
341,forward,2
342,up,7
343,forward,6
344,down,4
345,up,9
346,down,1
347,forward,8
348,forward,1
349,forward,1
350,down,9
351,down,3
352,down,2
353,down,7
354,up,5
355,down,7
356,up,9
357,down,8
358,down,7
359,forward,9
360,forward,7
361,up,4
362,forward,5
363,up,9
364,down,4
365,forward,1
366,forward,9
367,down,7
368,up,9
369,forward,6
370,forward,4
371,up,8
372,down,2
373,forward,1
374,up,6
375,up,5
376,down,4
377,forward,8
378,down,3
379,down,5
380,down,6
381,up,1
382,up,9
383,up,7
384,up,5
385,forward,1
386,forward,3
387,down,7
388,forward,9
389,forward,2
390,forward,6
391,down,4
392,down,7
393,forward,3
394,down,1
395,up,5
396,forward,3
397,down,3
398,down,1
399,forward,1
400,forward,4
401,forward,8
402,down,4
403,down,1
404,forward,3
405,down,7
406,up,9
407,down,8
408,down,1
409,forward,2
410,down,6
411,down,9
412,down,9
413,forward,2
414,forward,8
415,up,2
416,down,5
417,down,9
418,forward,1
419,up,9
420,down,7
421,forward,8
422,down,7
423,up,4
424,forward,8
425,down,8
426,down,7
427,forward,6
428,up,7
429,down,4
430,down,9
431,forward,9
432,up,8
433,down,8
434,down,8
435,down,8
436,down,5
437,forward,2
438,up,9
439,down,2
440,up,7
441,down,7
442,down,3
443,down,6
444,forward,9
445,forward,1
446,down,1
447,down,5
448,up,4
449,down,5
450,forward,5
451,up,2
452,forward,5
453,down,5
454,forward,1
455,forward,9
456,down,9
457,forward,3
458,forward,3
459,down,8
460,down,2
461,down,8
462,forward,8
463,forward,7
464,up,6
465,down,4
466,down,5
467,forward,8
468,forward,4
469,forward,7
470,forward,1
471,down,9
472,down,4
473,down,2
474,forward,5
475,down,3
476,down,7
477,down,5
478,forward,8
479,up,1
480,down,4
481,down,7
482,down,7
483,forward,2
484,up,5
485,forward,5
486,up,2
487,up,4
488,down,9
489,forward,7
490,forward,6
491,forward,6
492,down,2
493,forward,7
494,forward,7
495,down,7
496,forward,8
497,down,2
498,up,9
499,down,1
500,forward,9
501,down,9
502,forward,3
503,down,9
504,down,2
505,forward,9
506,forward,8
507,down,7
508,up,2
509,forward,8
510,forward,1
511,up,2
512,down,7
513,up,7
514,down,8
515,up,1
516,up,4
517,up,2
518,up,3
519,down,7
520,forward,1
521,down,8
522,down,4
523,down,2
524,down,4
525,up,8
526,forward,8
527,down,2
528,up,5
529,up,4
530,forward,7
531,up,1
532,forward,3
533,down,8
534,down,4
535,forward,4
536,down,8
537,forward,2
538,down,1
539,up,9
540,forward,9
541,down,4
542,up,2
543,down,8
544,up,9
545,forward,6
546,down,7
547,up,7
548,forward,9
549,forward,1
550,down,8
551,forward,5
552,down,9
553,forward,6
554,down,9
555,forward,9
556,forward,1
557,down,8
558,up,4
559,forward,9
560,forward,3
561,down,9
562,up,8
563,forward,4
564,up,8
565,forward,7
566,down,7
567,up,6
568,down,7
569,down,2
570,down,7
571,forward,3
572,forward,2
573,down,6
574,down,2
575,down,7
576,up,4
577,forward,5
578,down,5
579,forward,2
580,up,3
581,up,8
582,forward,8
583,forward,1
584,forward,7
585,down,7
586,down,2
587,forward,1
588,down,7
589,down,7
590,up,2
591,up,7
592,up,7
593,forward,4
594,down,5
595,forward,5
596,forward,7
597,forward,7
598,down,7
599,down,8
600,forward,8
601,forward,8
602,up,3
603,up,9
604,forward,2
605,down,7
606,up,3
607,up,1
608,up,1
609,down,9
610,up,5
611,down,6
612,up,8
613,up,3
614,up,5
615,forward,7
616,forward,3
617,forward,8
618,forward,4
619,up,1
620,forward,2
621,forward,1
622,up,5
623,forward,9
624,forward,8
625,down,7
626,up,1
627,forward,7
628,down,8
629,forward,1
630,forward,9
631,forward,9
632,forward,9
633,forward,8
634,down,1
635,forward,8
636,forward,7
637,up,9
638,up,3
639,forward,8
640,forward,2
641,up,2
642,down,7
643,down,6
644,forward,4
645,forward,3
646,forward,6
647,up,7
648,down,9
649,forward,1
650,forward,4
651,down,1
652,forward,4
653,up,3
654,down,8
655,forward,1
656,up,6
657,forward,8
658,forward,2
659,forward,1
660,forward,8
661,forward,4
662,down,7
663,forward,4
664,forward,6
665,down,2
666,up,4
667,forward,4
668,forward,3
669,down,5
670,forward,8
671,forward,4
672,forward,5
673,forward,7
674,forward,6
675,forward,5
676,forward,9
677,down,4
678,down,9
679,forward,6
680,up,7
681,down,6
682,down,3
683,down,2
684,up,9
685,forward,7
686,down,4
687,down,5
688,forward,2
689,forward,3
690,forward,2
691,forward,9
692,forward,7
693,forward,8
694,down,9
695,down,7
696,down,9
697,down,7
698,forward,5
699,forward,2
700,down,5
701,forward,6
702,down,1
703,down,2
704,down,6
705,forward,9
706,down,3
707,up,6
708,down,4
709,down,5
710,forward,3
711,forward,7
712,down,8
713,forward,2
714,forward,5
715,down,9
716,down,3
717,up,5
718,down,6
719,forward,6
720,up,3
721,down,6
722,down,1
723,down,8
724,down,5
725,down,3
726,forward,3
727,up,6
728,up,7
729,forward,8
730,forward,9
731,forward,2
732,forward,6
733,forward,2
734,forward,3
735,down,7
736,down,3
737,down,3
738,down,6
739,down,2
740,forward,4
741,forward,3
742,forward,8
743,up,1
744,down,9
745,forward,5
746,up,3
747,down,7
748,down,6
749,forward,8
750,forward,1
751,up,6
752,forward,3
753,forward,1
754,up,9
755,forward,6
756,forward,3
757,down,9
758,down,4
759,down,9
760,forward,5
761,down,8
762,down,3
763,forward,1
764,forward,1
765,down,9
766,down,6
767,down,3
768,up,7
769,down,3
770,forward,5
771,down,2
772,forward,7
773,forward,2
774,forward,5
775,up,7
776,forward,4
777,forward,4
778,up,3
779,down,6
780,down,7
781,up,1
782,down,6
783,forward,1
784,forward,9
785,down,7
786,down,8
787,forward,5
788,down,1
789,down,9
790,up,5
791,up,4
792,up,3
793,forward,6
794,down,6
795,forward,4
796,forward,8
797,up,6
798,up,2
799,down,9
800,forward,2
801,forward,5
802,forward,1
803,forward,3
804,forward,9
805,up,3
806,forward,2
807,forward,1
808,forward,3
809,forward,3
810,up,9
811,forward,3
812,forward,7
813,down,6
814,forward,2
815,down,8
816,up,9
817,forward,8
818,forward,5
819,forward,2
820,up,8
821,down,9
822,up,5
823,forward,3
824,down,4
825,forward,1
826,up,9
827,down,4
828,down,5
829,up,4
830,down,6
831,down,4
832,down,6
833,down,4
834,forward,4
835,down,2
836,down,1
837,down,6
838,forward,2
839,down,1
840,down,3
841,forward,4
842,down,3
843,down,5
844,down,5
845,up,1
846,up,4
847,down,4
848,down,4
849,down,5
850,down,4
851,down,5
852,forward,5
853,down,8
854,down,5
855,down,5
856,down,9
857,up,1
858,up,5
859,forward,5
860,down,1
861,down,9
862,down,4
863,down,3
864,forward,3
865,down,2
866,forward,9
867,down,3
868,forward,1
869,down,9
870,down,5
871,up,7
872,forward,3
873,forward,1
874,forward,2
875,down,5
876,forward,8
877,down,3
878,down,3
879,forward,6
880,down,8
881,down,3
882,down,8
883,up,9
884,forward,3
885,down,6
886,forward,4
887,down,6
888,down,4
889,up,5
890,forward,1
891,up,6
892,up,2
893,forward,2
894,down,8
895,forward,7
896,forward,8
897,down,6
898,down,7
899,forward,7
900,up,3
901,forward,3
902,up,6
903,forward,3
904,down,1
905,down,7
906,forward,9
907,forward,5
908,up,1
909,forward,7
910,forward,1
911,down,3
912,forward,1
913,up,4
914,up,2
915,up,1
916,down,8
917,forward,9
918,forward,3
919,forward,4
920,up,7
921,forward,5
922,down,1
923,down,8
924,down,3
925,down,4
926,down,6
927,down,5
928,forward,4
929,down,4
930,down,2
931,down,4
932,down,3
933,down,3
934,forward,4
935,up,3
936,forward,6
937,down,7
938,forward,4
939,up,2
940,down,7
941,forward,8
942,up,9
943,forward,6
944,forward,8
945,down,1
946,down,6
947,forward,6
948,down,6
949,down,9
950,up,8
951,forward,8
952,up,5
953,forward,6
954,forward,9
955,forward,4
956,up,2
957,forward,3
958,down,7
959,down,8
960,down,4
961,up,8
962,forward,8
963,forward,1
964,up,5
965,up,4
966,up,1
967,down,9
968,down,9
969,up,2
970,forward,9
971,down,7
972,down,2
973,up,2
974,down,1
975,forward,6
976,forward,2
977,down,5
978,down,8
979,forward,6
980,down,2
981,down,3
982,forward,6
983,forward,7
984,up,8
985,down,4
986,forward,5
987,down,9
988,down,2
989,down,7
990,down,9
991,down,5
992,forward,9
993,forward,2
994,down,6
995,forward,7
996,up,6
997,forward,3
998,up,2
999,forward,9
1000,forward,2
